review_score,review_comment_message
2,Chegou no prazo estipulado. Porém veio faltando umas peças pequenas que dá o Acabamento. A cadeira o material percebo näo ser muito resistente.
5,otima entrega
1,Recebi só o carrinho e o bebê conforto não veio.    Quero meu produto completo!!!!!
5,"Quanto ao atendimento, a lannister está de parabéns. Além de entregarem sempre dentromdo prazo."
5,"Excelente produto, entrega antes do prazo"
5,"Gostei do produto, veio bem embalado, e era do jeitinho que eu imaginava. "
5,entrega rápida e eficiente
3,"Recebi produto, porém vou devolver por motivo de voltagem. Na minha região é 220v  "
1,O produto veio com o rótulo colado e não impresso igual o original.
5,Gostei.
5,Me surpreendi com a entrega antes do prazo.
4,.....
4,boa
4,"O vaso é bonito,mas nao vale o preço!Muito caro para ser um vaso de plástico!"
5,Entrega no prazo excelente recomendo 
5,Recebi o produto em tempo recorde e da forma solicitada. 
2,Comprei 2 tapetes e só recebi um
5,Muito bom produto
4,Produto de qualidade e entrega rápida
4,Chegou bem antes do que imaginava..!! Parabéns! 
5,Parabéns chegou bem antes do prazo eu recomendo nota 10
3,Eu recomendo 
4,"Muito bonito o produto, entrega antecipada."
4,Bom
5,Excelente empresa produto entregue corretamente e antes do prazo estabelecido.   Parabéns pela pontualidade. 
1,"O produto tinha data prevista para o dia 30/04 até agora não foi recebido e nenhuma ligação da responsável pela entrega. Nenhum email, nada. Estou no aguardo! Ainda tenho esperanças de receber."
3,O produto tem que vir com os parafusos para fixação do mesmo na moto. Pra ser completo na questão de compra sem ir nas lojas físicas.
5,"Entregaram antes do prazo, o produto veio bem embalado e era conforme a descrição do site.   Muito bonito e funciona bem. "
4,Compraria novamentw
5,"Entregue no combinado, boa qualidade, recomendo."
5,otimo
1,"Gostaria de saber o que houve com meu produto, já que no status de entrega aparece a mensagem: ocorrência na entrega. O que houve??? Gostaria de uma posição das Lojas lannister!"
5,"era que esperava, adorei."
5,me surpreendeu a entrega muito rapida esta de parabéns.
3,"Até agora não recebi meu produto, mais já comprei antes e chegou certinho... Espero receber meu produto em breve..."
5,Recomendo a todos. Ótimo serviço.
2,Rapaz eu estou precisando do meu kit de tesouras fiu de navalha e não foi entregue ainda é eu estou esperando eu quero saber se a loja vai mandar pra mim pq preciso desse kit pra mim trabalhar 
4,Muito atenciosos.
5,muito bonito.
4,Sem comentários 
5,sim eu recomendo
4,O produto eh bom..e atendeu minhas expectativas de forma parcial devido a grama sintética ser d má qualidade..
5,"Recebi o produto antes do prazo q aloja tinha dado.Fiquei muito satisfeita com a compra, recomendo nota dez."
1,"Não foi colocado meu nome como destinatário e sim ?casa da mãe? os correios não quiseram me entregar. Foram varias tentativas, frustradas. "
5,O Produto tinha uma previsão de entrega para o dia 23/05/2018. Contudo de forma surpreendente recebi em 10/05/2018. Parabéns!!!!
4,"recebi o produto no prazo, tudo correto, sem problema algum"
4,bom pode comprar
1,A loja vende um produto muito caro mas a qualidade é péssima 
4,"Muito frágil, mas funciona certinho."
5,Recomendo !
3,"Demorou muito a entrega, sendo que o frete foi caríssimo. "
2,"Faltaram algumas pequenas peças e muitas das peças enviadas foram de uma qualidade duvidosa, não recomendaria ninguém comprar bicicletas por internet sem antes conhecer o vendedor..."
1,ja esta em atraso de 4 dias
5,Produto chegou em ótimo estado 
5,Produto ótimo. Aplicado na pele fica o dia todo.  Entrega em 1 dia (bem antes da data agenda).  
4,Valor adequado para o produto. Só deixo a dica que se colocassem uns chaveiros de emoji ficaria perfeita.   O frete por ser enviado pelo sedex PP que é uma das postagens mais baratas poderia ser baixa
3,Falta os controles   
5,Todos os produto me foram enviados corretamente. Eu recomendo As lannister pela celeridade embalagem e excelente atendimento. Sucesso os negócios e vendas. Soila Leão
3,"O produto chegou no prazo e em perfeitas condições.  Mas achei o produto com uma qualidade inferior do que esperava.  Produto vem com nota fiscal e manual, é original, mas é fraco."
2,"Produto não tem o selo de garantia da Xerox, não é autêntico. Não há segurança e confiabilidade de que se trata de um produto original da Xerox. Já solicitei a devolução."
5,super recomendo produtos maravilhoso
5,"Ajudem a rastrear uma das 3 prateleiras que faltou, só chegaram 2 delas..."
5,produto em perfeito de otima qualidade e em perfeito estado .  entrega no prazo dado pela empresa  muito satisfeita com a compra   eu super recomendo o produto e a loja
5,Arranhador encaixou direitinho no sofá minha gatinha usou imediatamente e o barulhinho da bolinha foi um bom atrativo pra ela brincar.
1,Boa tarde.!!  recebi o produto e o mesmo foi entregue no prazo mas veio uma replica ao invés do produto original   por favor quero uma solução para esse problema confiei no site anunciado por vocês 
5,As lojas lannister até agora foram perfeitas
1,Nao veio o espeto
2,Comprei um tapete de 3.00 x 2.50 e me entregaram 2.70 x 2.50 estou aguardando retorno da empresa para devolução o que ainda não aconteceu . Isso gera uma série de transtorno .
5,"bem a compra e entrega deste produto foi perfeita. a targaryen enviou super rapido e bem embalado, agradeço á atenção."
1,"Produto anunciado como sendo original , porem é uma fraude , o produto é pirata , a impressora não identifica o cartucho e não permite a visualização da quantidade de tinta."
1,Ainda nao rrecebi
1,Eu não recebi meu preduto. Estou aguardando.
5,Muito satisfeito 
1,O pedido não foi entregue.
4,Recebimento parcial dos produtos
5,Tudo dentro do praso
2,"Foi entrgue dentro do prazo, porem nao foi entregue o produto com as caracteristicas q comprei. "
5,Produto de acordo o anúncio. Muito bom 
1,Com o titulo cobre leito imaginei que fosse um outro tipo de material.  Isso parece um lençol com as capas de travessaeiro
5,Entregue no prazo. Equipamento atende as necessidades. Excelente aquisição. 
1,Eu comprei dois golfinhos massageador. Porém fizeram duas postagens sendo que poderia ser feito em somente uma. Tive que buscar o pacote na agência dos correios. Em duas vezes. 
5,Adorei perfeito e entregou n prazo
4,"Capa chegou conforme compra, qualidade satisfatória."
1,"sempre comprei na lannister , mas desta vez o perceiro deles nao entregou o produto, falou que era area de risco , deixou no correio quando chegou o aviso na sexta a tarde nao dava tempo de pegar "
5,Recomendo a colcha e linda! 
5,Excelente o processo de compra e entrega do produto. Recomendo. 
5,Chegou ates do previsto e o Produto e de boa qualidade EU amei minha netinha vai adorar    
5,sinto me muito seguro comprar na lannister seus parceiros cumpre com o anuncio parabéns ao funcionarios.
4,Obrigado pela atenção 
3,"Uma crítica é quanto a entrega.  Efetuei o pagamento do frete e tive de ir buscar o produto nos correios, tendo de pagar passagem para tanto."
5,produto bom gostei muito!
1,"comprei uma cortina de 3x2,80. me enviaram duas cortinas, sendo cada uma de 1,50x2,80. PALHAÇADAAAAAAAAAAAAAAAAAAAAAAAAA.      se eu quisesse uma cortina de 1,50 eu comprava de 1x50, e não de 3 metros"
3,Produto de boa qualidade.
5,"Varã grande, recomendo"
5,Adorei!   Excelente atendimento! 👏
5,"Relógio lindo, entregue antes do prazo!"
4,"Parabéns, conceito correto e entrega rápida."
5,Gostei do produto e chegou antes do prazo!
5,Muito bom   
3,"O produto estava com a embalagem violada, porém, testei e não tinha nenhum item faltando no conteúdo. "
5,Produto de ótima qualidade
4,Chegou bem antes do prazo 
4,Boa empresa entregou antes doi prazo. Produto em perfeito estado.
5,Produto entrega em excelente estado e antes do prazo
4,"o produto é como eu realmente desejava, a entrega feita antos do prazo estipulado."
5,Recomendo! Produto de ótima qualidade e entrega muito antes do prazo
5,Produto de qualidade...
5,OTIMO
2,"Produto conforme anunciado, porém entrega muito demorada, comprei para o dia das mães e chegou depois."
2,Descosturou logo que abri o pacote
5,"Chegou antes do prazo, bom!"
1,Nao recebi o produto 
3,Passei e-mail solicitando suporte para fazer o produto funciona
5,muito bom de comprar na americana apesar de ter um site pirata com o mesmo nome fica o alerta 
5,"Material ótimo de boa qualidade, igual ao anunciado, tudo correto conforme combinado, ótimo vendedor.   "
5,O produto foi entregue e recomendo o vendedor
5,Ótimo chegou bem rápido
1,Não chega o produto 
5,"Comecei a tomar agora ... Espero um resultado, cfe pesquisas na internet. "
1,AINDA NÃO RECEBI O PRODUTO
5,Este Bule apresenta um material simples Mas dá para usar e fazer um café gostoso... 
5,Tenho a loja baratheon como a minha preferencia e recomendo.
5,Recomendo 
1,Comprei três unidades do extensor VGA e só me foi entregue uma. Não recebo resposta dos meus questionamentos e não recebi a nota fiscal
1,Recebí o produto apesar de ter feito o cancelamento tanto por e-mail quanto pelo site das lannister.com.   Fiz o cancelamento antes da nota fiscal ser emitida mas não tive sucesso nem retorno.
4,Sempre comprei no site. Excelente. O unico problema foi que não entregaram dentro do prazo. Mas no geral todos os produtos são de excelente qualidade.
1,O produto não foi entregue. Gostaria de saber a nova previsão de entrega. O processo de entrega está na situação de Nota Fiscal emitida desde 26/NOV/2017 sem ter nunca ido para transportadora.
4,muito boa a loja
1,"A embalagem estava toda amassada, a nota fiscal veio colada com durex e não tem como soltá-la dele sem rasgar, e veio faltando a plataforma de drenagem interna."
1,Até agora não recebi o produto e não fui informada sobre a chegada dele.
5,"Chegou antes do prazo, em boa qualidade e bem embalado"
1,"Pedi 2 unidades, recebi 1 unidade e na NF estava escrito 2 unidades.   Precisei reclamar para tentar receber o produto, que segundo a loja, está na transportadora. "
3,Só achei ruim que ele não fica em pé como os outros
1,"O produto foi comprado na cor preta e enviado na cor branca. Os carregadores são padrão de outro país, não encaixam nas tomadas do Brasil. "
4,"Não Utilizei ainda, mas chegou bem rápido "
5,Top
5,Ótimo produto . Recebi certinho . Recomendo 
1,Fiz dois pedidos nenhum entregue e estou pagando 
5,"Atendimento excelente, agradeço a funcionária Maria Eduarda da Equipe targaryen, pelo esclarecimento de dúvidas."
3,Produto bom. Recomendo . Chegou Ntes do prazo.
1,quanto tempo mais de espera?
4,faz somente dois dias que estou testando
4,gostei do produto 
5,Parabéns pela agilidade 
5,"Comprei aqui em são Paulo, para presentear em outro estado...  Fiquei super preocupada porq a minha irmã vai ganhar bb agora no fim do mês, e a loja me deu o prazo ate dia 03/03 mesmo assim arrisque"
5,Primeira vez que compro pela loja virtual e não me arrependo.  Chegou no prazo.
1,"Recebi pulseira árvore dá vida vendida por Coçar Brasil com total defeito, sem galhos ,com furos , círculo amassado   Já reclamei muito e não há qualquer resposta  Peço a troca pelo que foi divulgad"
1,"Estou no aguardo,pois, foi entregue apenas uma unidade e a compra foram de duas unidades...já mandei email e aguardo uma resposta."
5,Ótimo produto e entregue antes do prazo.  
2,Comprei três produtos que poderiam ser enviados dentro de um pacote só e assim talvez poderia economizar no frete.. achei um absurdo pagar no frete quase metade do valor em si.. 
1,"Ainda não recebi meu produto e quero ele.  Espero que o baratheon tome uma providência urgente, vez que foi o site intermediário da negociação. "
1,a capa era de galaxy note 8 e veiod e galaxy s8  nao serve no celular
5,"Adoro vcs, produto entregue no prazo e com maior cuidado.  Parabens pela responsabilidade e consideração com o consumidor  Um Abraço a todos"
1,"Sempre fui um comprado nato da baratheon,nessa última compra deixou a desejar,mercadoria que seria presente de casamento,não chegou ainda,estou pasmado e muito aborrecido. desde o dia 12/06."
3,O prazo de entrega foi longo demais
5,"Compra realizada sem problemas, e a cortina foi entregue bem antes do prazo indicado! Recomendo!"
5,Excelente produto. Obrigada!
5,Excelente material. Chegou antes do previsto.
5,Atendimento rápido entrega mais rápida ainda entregou antes do prazo
5,Meus Parabéns
2,Comprei dois itens no mesmo pedido um chegou em 5 dias muito rápido o outro demorou 15 dias
4,"Achei o material um pouco áspero e a touca apertada e pequena, para quem tem o cabelo grande ou volumoso vai amassar muito"
5,"A compra deste produto para me foi satisfatória e estar com o mesmo preço das demais lojas no mercado. Poderia ter um preço mais atraente.    Att,    Francisco"
5,"produto de qualidade, entrega rápida."
1,"Péssimo o prazo de entrega,compro porque preciso,meu trabalho depende de agilidade e não ficar esperando a vida toda."
5,entregue antes do prazo
1,Não recebi o pedido completo e consta como entregue 
5,AINDA NÃO INSTALEI AINDA...MAIS TIVE EXCELENTE INDICAÇÃO 
5,Super recomendo!
5,produto entregue antes do prazo
1,recebi metade do produto .
3,Muito pequeno
3,"O Produto veio danificado, já entrei em contato solicitando a troca. Não consigo avaliar pois ainda não me retornaram a solicitação!"
4,"Produto de ótima qualidade, só acho que a entrega deveria ser mais rápida."
1,"A película veio com várias marcas circulares, provavelmente provenientes da fabricação.  Não recomendo a película."
5,Recomendo.
5,Só tenho a agradecer 
5,"boa loja, boa compra, enviou nota fiscal, tudo correto!"
2,Comprei dois kits e recebi 1a pessoa que separou achou que o shampu e o bálsamo seriam os 2 mas o kit contém um shampu e o bálsamo e foi só 1 que eu recebi   
5,"O produto foi entregue super rápido, recomendo. "
5,entrga rapida
4,o serviço é muito bom e entrega rápida e eficiente
4,"Produto como o esperado. Apesar de chegar no prazo, achei muito longo o tempo pra entrega. "
4,"adorei a minha pasta multi-uso,chegou rapido"
1,Chegou 1 produto e o outro nao !   Quero saber pq se esta os dois no mesmo vendedor e mesmo pedido... por favor 
5,Recomendo 
5,Entrega no prazo.
5,EQUIPE ESTÁ DE PARABÉNS!!!
5,ótima
5,"o travesseiro é ótimo, super confortável, e tem altura ideal. "
1,"O PRAZO DE ENTREGA ESTAVA PARA O DIA 29/03 E ATÉ O MOMENTO NÃO RECEBI O PRODUTO, ESTOU MUITO INSATISFEITO."
3,Bom o meu produto que no caso era uma fonte para computador não foi entregue. porem eles tem um otimo atendimento.
2,"Oi, recebi só um produto...o que tem as flores vermelhas...o outro não veio"
4,produto correto
4,Recebi corretamente o produto que comprei 
4,Produto entregue no prazo.
5,Entrega muito rápida.
5,Adorei...entrega super rápida...bem antes do prazo determinado.
3,"Como faço para devolver o produto, "
5,"Lindo relógio, ótima qualidade, entrega super rápida. Estou muito satisfeito."
5,entrega rapida   produto muito bem embalado e sem avarias
5,Excelente produto 
5,Produto e entrega conforme anúncio
4,O produto atendeu às minhas expectativas. 
5,Super pratico
5,Entrega dentro do prazo.
1,"O,produto que me entregaram veio faltando, a bateria, 12000mA. "
4,Gostei do produto   Boa aparência
4,"Excelente custo-beneficio. Comprei sem provar o tamanho... somente a numeração que levei em conta e ficou igual a uma luva, perfeito e bonito."
1,"Não recomendo, até o momento não recebi o produto."
4,Gostei porém diz que eh pra varao de 2 metros e na vdd é menor. 
5,"Gostei muito do produto e a entrega me surpreendeu, 10 dias antes do prazo. Aprovado."
5,Recomendo 
5,Compromisso
5,"Produto bom, forte e bom acabamento"
1,Um década pra entregar o produto. Horrível a entrega.
5,"Bom produto. Atendeu a expectativa é suportou bem as roupas. Preferi usar sem as rodinhas, pois fica mais estável...  Produto chegou muito rápido! Recomendo!"
4,"O produto tem uma boa construção e aparência, apesar de ter vindo com 02 dos seus cantos descascados, além disso, um dos vidros está com uma pequena trinca, acho que deveria ser melhor embalado."
4,Gostei
5,Tudo certo. A Empresa cumpriu o prometido.
3,"O produto que recebi é um ""sacolão"" de plástico sem forro algum... Pelo preço era o esperado porém, se não tem forro, não deveria constar na descrição do produto."
5,"Otimo produto. Porem recebi na cor rosa, no anuncio dizia q vinha preto"
2,"oi e como fica o produto,que ate agora não chegou."
2,O PRODUTO PRACE ESTAR AVARIADO.
4,Entregaram rápido e é corretamente recomendo
5,Site seguro e fácil de acessar.  Entrega rápida.   Estou satisfeita.
4,O produto não é tão portátil quanto anunciado.
1,Produto estraviado pro correio
5,"produto chegou correto , recomendo"
5,adorei o produto! otima qualidade !
1,"Este foi o pedido  Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)  Vendido e entregue targaryen  Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG"
5,Entrega antes do prazo. Ótimo custo benefício... atendeu minhas expectativas.
5,excelente recebi em 2 dias 
1,"Não gostei do produto, na foto demonstra ter boa qualidade, mas pessoalmente deixa muito a desejar, totalmente diferente da foto apresentada, publicidade enganosa."
4,"o fone veio com um pequeno defeito - o imã do lado direito não funciona. Por tão pequeno detalhe, não quis passar por todo o processo burocrático de troca. Mas é importante fazer a nota. "
1,"Depois de receber o produto avariado e solicitar a troca,começou a enrolação.Tamanha falta de comunicação entre a loja e o fornecedor do produto. Em NENHUM momento houve convergência de informações."
1,Não recomendo. O produto foi postado muito depois de comprovado o pagamento.
3,"EU FIZ A COMPRA DE 3 CORTINA, RECEBI APENAS DUAS, O QUE ACONTECEU COM A TERCEIRA CORTINA?"
5,LOJA CONFIAVEL
5,Chegou muito antes do prazo!
5,"A entrega foi feita antes do prazo e tudo corretinho, além de que amei a bolsa!"
3,"Recebi no prazo....................recomendo a loja...................preço bom.......................entregou no prazo, só que o prazo era muito grande..................mas valeu pelo preço.........."
1,"Estou aguardando o restante da entrega, comprei e paguei 3 perfumes blackcaviar feminino e recebi 1 perfume, preciso de um retorno da empresa para recuperar o prejuízo ."
5,Produto entregue dentro do prazo 
1,"Produto péssimo,uma das tesouras veio com empenas ,não vou enviar de volta pois sei que é um processo demorado,mas estou com o produto insatisfeito."
1,"preciso receber esse produto , deve ter sido entregue a outra pessoa"
1,Não recebi o produto e não tenho previsão alguma de receber. Péssimo negócio. 
5,"Produto entregue no prazo , em perfeito estado de conservação."
5,"Gosto de comprar nesta Loja, só acho o preço dos fretes bastante elevados."
2,"Comprei 2 capas (1para PS 4 é outra para xone) tudo no mesmo pedido, porém só a capa do PS 4 foi entregue"
5,Produto igual da foto!! Recomendo! Entrega bem antes do previsto!!
1,"Não Gostei da qualidade do produto, muito fino as peças das toalhas, pessima qualidade."
5,"Foi entregue no prazo, adorei o produto, tá de parabéns"
5,No começo fiquei em dúvida por falar ser de microfibra...e não consegui nada de explicações na internet...arrisquei é me dei bem já comprei mais duas... Recomendo 
3,"Na foto é lindo, mas pessoalmente não é nada igual!"
3,"Relogio anunciado por 245,00 .(210,00 +35,00) nao veio incluso frete na nota. Veio apenas 170 na nota fiscal. Quero uma nota com o valor correto que paguei . Ou o reembolso da diferença. "
5,"Produto muito bom, entrega rápida!"
5,Produto de ótima qualidade
4,Chegou super rápido. Comprei 4 produtos. O que não entendi é que cada um veio em uma caixa separado. Poderia ser na mesma. Achei desperdício. O mesmo produto e embalados separados.
5,Estou muito satisfeita com o a entrega foi muito antes do esperado não gostei da luz do relógio e um laranja estranho que não clareia nada e outra tive que ver um tutorial de como ajustar a hora 
1,"Meu produto não veio novo, veio embalado em uma caixa de sapato. "
1,Comprei com a voltagem 220 e veio 110v
4,"Produto entregue conforme compra, dentro do prazo, e muito bem embalado."
1,"Além de demorar, não chegou."
4,Chegou antes do prazo muito bom tudo direitinho.
5,"Entregue no prazo, tudo certo"
1,"Chegou sujo e com a tinta grudenta. A fita de led já veio descolando e a fonte é enorme, impossibilitando a instalação na parede. Não tem suporte para pendurar em parede, nem apoiar em mesa. Péssimo!!"
5,O pedido foi entregue bem antes do prazo limite estimado. Muito satisfeita.
1,Cumpriu com excelência 
1,"O produto veio com defeito e não foi possível trocar, pois não havia como repor."
1,"Não aguento mais preencher reclamação,e ninguém responder em 48 horas! Comprei dois gels, porém só recebi um! Eu preciso do outro, caso contrário teria comprado somente um!"
3,Só pediria que na foto parecesse que na alça tem plástico para segurar. Pois confesso que não gostei dessa parte. 
5,Toner já está instalado e funcionando perfeitamente.
2,Fiz comprar lannister d 2 carteira paguei   Por 2 carteira e p minha surpresa qd abrir   Caixa só tinha 1 carteira !  Obs. Nota fiscal veio constando q tinha 2   Sendo q só veio 1 !   E agora como fi
3,denrtro do esperado
2,O produto veio com defeito ele não liga não funciona quero trocar
5,Mercadoria entregue 7 dias antes do prazo estabelecido. Parabens baratheon
1,"A descrição do produto não condiz com o que é! Na descrição da compra está: Composição: 100% Algodão. No entanto, na embalagem do produto a descrição é 80% algodão, 20% poliester."
4,"Apesar do produto não ser exatamente turbo, carrega o celular de boas  quanto a entrega e o prazo, tudo perfeito"
5,"Simplesmente ótimo, como sempre as entregas são muito rápidas além do que posso imaginar."
5,"Adorei a compra, entrega super rápida."
5,"gostei bastante, achei bonito"
5,o produto veio com defeito. ja mandei email reclamando
1,MINHA COMPRA NAO CHEGOU!!
3,"Fiz a compra dos três itens, porém a cadeira até hoje não foi entregue, estou no aguardo de uma posição urgente!  "
5,amei o produto e a entrega super rápida!
5,mt bom
1,Recebi o produto de péssima qualidade😭😭
3,Bom.
5,O produto é original e a entrega foi bem rápida. Ótimo custo-benefício.
5,5
5,ótimo produto e a entrega foi bem antes do previsto. Parabéns
5,otimo 
5,"Bom produto,  "
4,Produto bonito de ótima qualidade!!!  
4,"Ainda que a pulseira sei de baixíssima qualidade, o produto é bonito. "
4,Ótimo produto e veio em perfeito estado.
3,Não posso avaliar ainda não chegou.
5,Produto embalado e lacrado. É original e chegou antes do prazo! Excelente!
5,O meu pedido veio muito rápido.
3,"Não recebi meu tapete, mas está marcando como entregue"
5,Adorei é lindo!
4,OTIMA
3,porém o produto deu defeito e esta sendo encaminhado para a autorizada
5,tudo ótimo! recebi o produto antes da data prevista. em perfeitas condições. nota 1000.🤗
5,"SUPER RECOMENDO, A ENTREGA FOI RAPIDÍSSIMA, LINDO RELÓGIO."
5,"Produto ótimo, porém com uma folga na Led, mas fora isso estão de parabéns,!! Gostei muito! "
2,NÃO CUMPRIU O PRAZO DE ENTREGA
1,"eu recebi o produto com defeito quero devolver e receber vale compra, ou o estorno do pagamento,  eu ja tenho outro produto no carrinho pra resolver esse problema , porem não consigo um atendimento   "
5,Produto de ótima qualidade.. fiquei muito satisfeita! E a entrega foi super rápida como sempre..
1,Setup é chines não funciona corretamente.
5,Ótima loja 
2,O material não é de boa qualidade
1,Até o momento a empresa não entregou o nosso produto. Está muito atrasado e compromete os objetivos do cliente com a espera do produto.
4,produto realmente bom 
5,"Otima Venda, tudo perfeito."
1,Não recebi o produto ainda
5,"Show de relógio, modelo muito bonito com preço excelente, entrega antes do prazo, recomendo."
4,"Atenciosos, culpa do atraso foi dos correios."
4,Gosto da loja lannister e da rapidez!  Nunca tinha tido problema. Só dessa vez que o produto veio com a cor diferente da que eu pedi. É uma pena...
5,recomendo.
4,Tudo dentro do esperado
5,"Bom prazo, rapidez no envio. Tudo ok."
1,As lentes estao com defeito nao sei se a cx toda
5,Chegou bem antes do prazo!!
5,Comprei um ar condicionado de 12 mil btus e funcionou perfeitamente.
1,"O produto foi entregue no prazo, porém no segundo dia parou de funcionar, tive que optar pela devolução."
1,liguei nesta data pra central pois desse pedido ainda nao recebi a cadeira de escritorio e acompanhando meus pedidos esta como entregue
1,2 dias fora do prazo já mandei email pra empresa e ninguém responde estou preocupada de não chegar meu produto tenho urgência em usá-lo já está pago já passou do prazo e ninguém me comunica nada sobre
5,Parabéns pela rapidez 
4,"recebi no prazo estipulado, quanto ao produto ainda não tive a oportunidade de usar, para externar minha avaliação."
1,"O produto é bom, mas tem um cheiro insuportável de cola de sapateiro "
5,Muito boa e muito top
2,Estou aguardando
5,"Produtos de ótima qualidade ,entregues no prazo!satisfeito !!!!!"
1,Comprei um bag para guitarra e ainda não recebi. A última informação que recebi foi de que tinha acontecido um imprevisto e ate agora nao recebi. com a enttega
5,"Infelizmente, não veio gravado na torre do computador a etiqueta com o número de série e com o código de serviço. Também me negaram uma consulta sobre a instalação do PC. No mais foi excelente."
3,Demora para entrega e também os fretes são muito alto poderia avaliar o cliente pela quantidade de compras
3,já enviei diversos emails e não obtive resposta
3,Ok
5,Muito bacana essa atenção com o cliente. Parabéns!
3,"Maior do que eu esperava! Gostei, porém não vai da para minha cozinha! Muito grande! "
1,porque recebi o e mail dizendo que nao iria receber o produto mas no dia sequinte ele apareceu
1,FBFHJJKLIZXDAd
1,Recebi o produto no prazo mas solicitei o cancelamento pois a mercadoria veio com defeito. 
5,Produto chegou dentro do prazo e a qualidade é excelente. Recomendo.
5,Entrega rápida.
5,Entrega rápida.
5,"O produto chegou conforme a descrição do produto, além disso chegou bem antes do previsto. "
4,Logo no primeiro dia já percebi um aumento da energia e disposição para fazer exercícios. 
4,Estao de parabens
1,"Ainda não chegou o meu jogo,estou esperando"
4,Produtos entregue dentro das normas e entregue conforme o que foi pedido.
5,"Produto bonito e eficiente, loja cumpre o que promete, entrega antes do prazo, topppppp"
3,A colcha é bonita porem pano muito fininho espero que dure um tempo bom e não desfie ao lavar...
1,"vou registrar queixa no reclameaqui porque, apesar de informar que, me enviaram produto para tensao errada (pedi 110V e mandaram 220V) apresentei reclamaçao e nao me deram satisfaçao"
1,"Detestei o produto, chegou avariado, todo torno e sem nenhuma graciosidade e beleza, já pedi cancelamento, aguardo providências, reclamei em site especializado e pretendo ajuizar uma ação judicial."
5,Gostei do material e a entrega foi até adiantada .
5,Chegou antes do previsto. Ótimo...
4,"Ótimo produto, porém, comprei a cortina com 2,5 de comprimento, mas, a que recebi tem 2,42. Fora isso exclente produto."
4,gostei recomendo
5,"Todo processo foi rápido, pratico e seguro. Obrigado"
5,Muito satisfeito. 
5,Produto entregue antes do prazo e estava tudo correto.
1,"Boa noite.    Comprei 3 produtos, e recebi apenas 1, estou aguardando um retorno ref. aos demais produtos comprados.    Aguardo retorno breve."
5,Excelente serviço
5,Amei tudo muito lindo...
5,Entregue muito antes do prazo.
5,O pedido chegou antes do previsto e o produto é de otima qualidade.
5,Satisfeito
5,Fui muito bem atendida.
5,Gostei tanto que comprei 2 na mesma semana. 
5,Gostei muito.  É a segunda vez que compro o mesmo produto.
5,muito bom a entrega no prazo gostei. nao tem do que reclamar vou compra mas   a partis do dia 23.                 
5,Agora e usar o produto para avaliar a qualidade.
5,Maravilhoso!!!!
5,Amei! A luminária é linda e enorme... Apaixonada 
5,Ótimo.  Deram 19 dias úteis e me entregaram em 3
5,OS PRODUTOS DA baratheon são exelente parabens.
1,Meu produto nao foi entrrgue
5,"Entrega dentro do prazo, chegou certinho, recomendo a todos"
5,O produto de ótima qualidade e o tamanho ideal para minha pequena de dois anos.  Chegou antes do prazo estipulado.
5,"Entrega muito rápida, produto conforme o esperado."
1,Adquiri produto original e recebi genérico. Impressora da HP não aceita. Já solicitei devolução do dinheiro e não obtive resposta.
1,"alguns tablets de bcaa vieram quebrados, diminuindo a qualidade do produto"
5,Entrega antes do prazo
5,perfeito
5,Muito bom e a entrega foi rápida 
3,meu produtp ainda nao chegou 
1,A estante veio com duas bandejas amassadas 
5,Gostei e recomendo!
1,Paguei por 2 kits e só recebi 1. O que houve?
1,O modelo entregue não foi compatível ao Cruize LT
1,o produto era exatamente o que eu precisasa
5,Ótima loja entrega certinha e no prazo antes do prometido 👍👍👍👍
4,Achei o tapete super lindo...só pensei que fosse mais pesado. Ele é bem leve e o pêlo(fio) não é muito grande mas me agradou. Chegou antes do prazo previsto. Cor e tamanho de acordo com o anúncio.
4,Gostei do que comprei e ficou muito legal na moto
5,Chegou no prazo.
5,Entregue no prazo. Mercadorias conforme anunciadas. OK.
1,Preciso fazer o cancelamento dessa compra pois até agora nada foi entregue 
5,Muito rápido a entrega e produto melhor que a foto.   Recomendo. 5 estrelas 
1,"Produto mais que passou do prazo de entregar, tento resolver o problema com a empresa e não consigo falar com ninguém. Tudo que fazem é me passar para reclamar num sistema que não funciona."
5,Recomendo.
3,Ótimo 
5,"Produto excelente, atendeu minhas espectativas, entrega antes do prazo."
1,Esperava um produto original e veio uma réplica de segunda categoria!
4,"Muito bom entregue, antes do prazo."
3,"Falta a Nota Fiscal DANFE, favor enviar."
4,"Recomendo as Lojas lannister, produto entregue bem antes do prazo."
5,Tudo como anunciado....Ótimo produto...
4,sem comentario
1,Parecia um produto de melhor qualidade 
5,Bom
1,A minha encomenda veio totalmente quebrada....
3,na verdade o produto chegou um dia após a data prevista e não mim satisfez. mesmo assim agradeço  
5,"é a segunda que compro esse mes, gostamos bastante entregaram antes do prazo ,foi bom."
1,Acho muito fraca está loja. 
3,"Poderia ter mais cuidado com a embalagem caixa estava com rasgo, porém, os produtos estavam completos."
5,"Parabéns pela responsabilidade, agilidade e transparência com que trabalham."
5,"Produto entregue dentro do prazo, fornecedor confiável"
5,Ótimo 
5,Produto chegou antes do prazo. Tudo certo.
